Comuna_Establecimiento;LATITUD;LONGITUD;Cuenta de NOM_ESTAB;Matriculas
LA PINTANA_ESC. DE PARV. Y ESP. PART. CENTILEN;-33.62414862;-70.62857201;109;109
LA PINTANA_ESC. ESP. Y BAS. FRANCES DE LA PINTANA;-33.61783021;-70.63842253;114;114
LA PINTANA_ESC. ESPECIAL HERNAN LARRAIN PERO;-33.58372;-70.61489;91;91
LA PINTANA_ESC. ESPECIAL PLANETA DE LOS NIÑOS;-33.583103;-70.62709;232;232
LA PINTANA_ESC. ESPECIAL TIEMPO NUEVO;-33.589653;-70.63021999;91;91
LA PINTANA_ESC. PART. CELESTIN FREINET;-33.55705444;-70.6412224;73;73
LA PINTANA_ESC.BASICA PROF.AURELIA ROJAS BURGOS;-33.56050797;-70.61999307;51;51
LA PINTANA_ESC.ESP. PART. EL OLIVAR;-33.613728;-70.64286;125;125
LA PINTANA_ESC.ESP.RIGOBERTA MENCHÚ II;-33.620995;-70.627823;19;19
LA PINTANA_ESCUELA BAS. MISIONERO DE AGOSTINI;-33.62627936;-70.62861516;25;25
LA PINTANA_ESCUELA BAS. Y ESP. LIKAN-RAY DE LA PINTANA;-33.61228375;-70.62682909;148;148
LA PINTANA_ESCUELA BASICA JUAN DE DIOS ALDEA;-33.58585162;-70.61302916;41;41
LA PINTANA_ESCUELA BASICA Nº1343 `CEDEL INTEGRACION`;-33.578781;-70.64955865;80;80
LA PINTANA_ESCUELA BASICA OSCAR SALINAS;-33.58622093;-70.61573645;57;57
LA PINTANA_ESCUELA BÁSICA PARTICULAR ARCÁNGEL DE MARÍA;-33.62135834;-70.64250763;30;30
LA PINTANA_ESCUELA BASICA PARTICULAR ESJELAVI;-33.613345;-70.64345618;18;18
LA PINTANA_ESCUELA BASICA PARTICULAR HUEÑECITO;-33.58843667;-70.64948943;12;12
LA PINTANA_ESCUELA BÁSICA Y ESPECIAL N°352 LAUTRARU;-33.5867489;-70.6195945;101;101
LA PINTANA_ESCUELA CAPITAN AVALOS;-33.57591274;-70.65680774;40;40
LA PINTANA_ESCUELA ESP. ALEGRIA DE NIÑOS;-33.585575;-70.658295;49;49
LA PINTANA_ESCUELA ESP. JOSE MAZA FERNANDEZ;-33.62212799;-70.63713;104;104
LA PINTANA_ESCUELA ESPECIAL N° 2045 THE ALMOND SCHOOL;-33.559387;-70.64387;52;52
LA PINTANA_ESCUELA ESPECIAL N° 2433 LOS MUSICOS DE BREMEN;-33.55809;-70.64234399;54;54
LA PINTANA_ESCUELA ESPECIAL N° 2453 `THE ALMOND SCHOOL II`;-33.57612;-70.65575;77;77
LA PINTANA_ESCUELA ESPECIAL N° 2470 ÁRBOL DE COLORES;-33.59489;-70.61284999;168;168
LA PINTANA_ESCUELA ESPECIAL N°2443 ARCOIRIS;-33.62063;-70.62954;51;51
LA PINTANA_ESCUELA ESPECIAL PART.ARNOLD GESELL II;-33.59271747;-70.63067665;96;96
LA PINTANA_ESCUELA ESPECIAL PARTICULAR LAS ROSAS;-33.582706;-70.624245;8;8
LA PINTANA_ESCUELA ESPECIAL PIONERITOS;-33.560062;-70.65206999;84;84
LA PINTANA_ESCUELA ESPECIAL VIVAN LOS NIÑOS;-33.596195;-70.66104;88;88
LA PINTANA_ESCUELA MUNICIPAL VIOLETA PARRA;-33.57706995;-70.64923849;28;28
LA PINTANA_ESCUELA PABLO DE ROKHA;-33.58026544;-70.65106011;20;20
LA PINTANA_ESCUELA PART. SAN MARCELO N_ 3;-33.62247313;-70.63324941;31;31
LA PINTANA_ESCUELA PARTICULAR PDTE.JOSE J.PRIETO;-33.57718287;-70.63016922;242;242
LA PINTANA_IDEQUITOS;-33.593855;-70.615953;71;71
LA PINTANA_JUAN PABLO II;-33.558745;-70.635345;144;144
LA PINTANA_KIPAI-ANTU;-33.58340463;-70.64337935;113;113
LA PINTANA_KUMELN;-33.558437;-70.621002;95;95
LA PINTANA_LICEO MUNICIPAL EL ROBLE;-33.56361519;-70.64955424;31;31
LA PINTANA_LICEO MUNICIPALIZADO CENT.ED. LA PINTANA;-33.58411073;-70.65356126;61;61
LA PINTANA_LICEO N523;-33.57761485;-70.636358;38;38
LA PINTANA_LICEO VICTOR JARA;-33.58327103;-70.64240597;58;58
LA PINTANA_LOBITO BUENO;-33.5792529;-70.65009968;131;131
LA PINTANA_LOS PINTANITOS I;-33.59108;-70.618999;12;12
LA PINTANA_LOS PINTANITOS II;-33.584413;-70.619426;11;11
LA PINTANA_LUZ DEL MANAÑA;-33.582556;-70.641544;141;141
LA PINTANA_MADRE TERESA DE CALCUTA;-33.559358;-70.61126;101;101
LA PINTANA_MILLANTÉ;-33.563221;-70.62484;158;158
LA PINTANA_MILLANTUN;-33.578277;-70.657527;81;81
LA PINTANA_MILLARAY;-33.593158;-70.609351;70;70
LA PINTANA_MONSEÑOR SANTIAGO TAPIA;-33.59154178;-70.62337131;54;54
LA PINTANA_MUNDO ACTIVO;-33.55880001;-70.62383998;142;142
LA PINTANA_PABLO DE ROKHA;-33.579706;-70.652742;40;40
LA PINTANA_PEUMAYEN;-33.59471724;-70.61846922;40;40
LA PINTANA_PLANETA DE NI¥OS;-33.591608;-70.624995;90;90
LA PINTANA_PUPEÑI;-33.58463324;-70.65952285;68;68
LA PINTANA_RAYITO DE SOL;-33.57956401;-70.63814297;61;61
LA PINTANA_ROSARIO CHACÀN DE PRAT;-33.586152;-70.646098;44;44
LA PINTANA_S.C. SEMILLITA DE ESPERANZA;-33.560731;-70.613795;20;20
LA PINTANA_S.C. VIOLETA PARRA;-33.561023;-70.646725;30;30
LA PINTANA_SAGRADA FAMILIA;-33.561767;-70.652217;65;65
LA PINTANA_SAN DANIEL;-33.57624361;-70.65426231;71;71
LA PINTANA_SANTIAGO NUEVA EXTREMADURA;-33.588122;-70.612948;118;118
LA PINTANA_SANTO TOMΜS;-33.557616;-70.618337;219;219
LA PINTANA_THE ALMOND SCHOOL III;-33.558456;-70.65228;38;38
LA PINTANA_TIERRA DE NINOS;-33.555269;-70.653864;69;69
LA PINTANA_VILLA LAS AMRICAS;-33.558959;-70.616962;26;26
LA REINA_BLEST GANA;-33.455283;-70.567996;33;33
LA REINA_COL. PART. SAGRADO CORAZON DE JESUS DE LA RE;-33.46319581;-70.54356932;157;157
LA REINA_COLEGIO ANDREE ENGLISH SCHOOL;-33.439731;-70.55145;224;224
LA REINA_COLEGIO BRITISH ROYAL SCHOOL;-33.451061;-70.5277;281;281
LA REINA_COLEGIO CORONEL ELEUTERIO RAMIREZ MOLINA;-33.45951912;-70.53472447;111;111
LA REINA_COLEGIO DE LA SALLE;-33.440899;-70.57238;70;70
LA REINA_COLEGIO ETIEVAN;-33.441515;-70.52888;36;36
LA REINA_COLEGIO JOSÉ ARRIETA;-33.46237769;-70.55800332;150;150
LA REINA_COLEGIO LA ABADIA;-33.43419399;-70.54344;36;36
LA REINA_COLEGIO MUNICIPALIZADO CONFEDERAC SUIZA;-33.45949842;-70.57035089;53;53
LA REINA_COLEGIO NUESTRA SEÑORA DEL CAMINO;-33.445134;-70.55209;72;72
LA REINA_COLEGIO RUBEN DARIO;-33.454635;-70.56842;43;43
LA REINA_COLEGIO SAINT JOHN´S VILLA ACADEMY;-33.433065;-70.55448;17;17
LA REINA_COLEGIO SAN CONSTANTINO;-33.45205511;-70.53700564;65;65
LA REINA_COLEGIO SANTA CATALINA LABOURÉ;-33.4493415;-70.57075134;133;133
LA REINA_COLEGIO SANTIAGO EVANGELISTA;-33.450452;-70.56528;2;2
LA REINA_COLEGIO STA MARIA REINA;-33.45134779;-70.55039972;64;64
LA REINA_COLEGIO TERESIANO ENRIQUE DE OSSO;-33.44229399;-70.57221;105;105
LA REINA_COLEGIO TERRANOVA;-33.442132;-70.56861;26;26
LA REINA_COLEGIO THE GRANGE SCHOOL;-33.43794599;-70.56862;314;314
LA REINA_COMPLEJO EDUCACIONAL LA REINA;-33.45261793;-70.53304029;68;68
LA REINA_CUNDALI;-33.45363183;-70.53322082;45;45
LA REINA_DIEGO PORTALES;-33.45359272;-70.53449178;85;85
LA REINA_EL ALERCE;-33.45295502;-70.56402379;85;85
LA REINA_EL AVELLANO;-33.45991997;-70.56158997;87;87
LA REINA_EL CANELO;-33.44311284;-70.54172062;90;90
LA REINA_ESC ESP PART PUERTA DEL SOL DE LA REINA;-33.462334;-70.55314;55;55
LA REINA_ESCUELA BASICA N° 733 PEQUENO MOZART;-33.438451;-70.56899;8;8
LA REINA_ESCUELA BASICA N°1517 MADRIGAL;-33.439565;-70.52312999;67;67
LA REINA_ESCUELA BASICA YANGTSE EX E-229;-33.45135443;-70.54994039;21;21
LA REINA_ESCUELA D-231 ESPECIAL DE DESARROLLO;-33.452576;-70.56314;10;10
LA REINA_ESCUELA DE PARVULOS N° 1624 BARRIE MONTESSORI;-33.43831;-70.56466;122;122
LA REINA_ESCUELA ESP. PART. SOL Y LUNA;-33.451485;-70.55441;83;83
LA REINA_ESCUELA ESP. SOL DE LA REINA;-33.46201;-70.55381;22;22
LA REINA_ESCUELA ESPECIAL EL CASTILLO DE LOS TRES HERMANOS;-33.438816;-70.55434;107;107
LA REINA_ESCUELA ESPECIAL INTEGRAL DE CARABINEROS;-33.437601;-70.65671;5;5
LA REINA_ESCUELA ESPECIAL PART. NINOS DE LA REINA;-33.45803;-70.56126;75;75
LA REINA_ESCUELA PALESTINA;-33.44872712;-70.56428185;64;64
LA REINA_ESCUELA PARTICULAR ANTINIL;-33.46117925;-70.55685832;14;14
LA REINA_ESCUELA PARTICULAR SAN LEONARDO MURIALDO;-33.4391915;-70.53301155;67;67
LA REINA_ESTRELLITAS;-33.45257169;-70.53708199;80;80
LA REINA_LAURITA VICUÑA;-33.45373788;-70.53212837;80;80
LA REINA_LICEO EUGENIO MARÍA DE HOSTOS;-33.4425965;-70.54164406;34;34
LA REINA_PAIDAHUE;-33.457266;-70.53324;148;148
LA REINA_TALINAY;-33.45994556;-70.53015826;87;87
LAMPA_AYUN AYEN;-33.279932;-70.8887;57;57
LAMPA_COLEGIO POLIV. JERUSALEN DE LAMPA;-33.28161332;-70.87669963;143;143
LAMPA_COLEGIO PUMAHUE CHICAUMA;-33.304008;-70.738062;238;238
LAMPA_COLEGIO SOL DEL VALLE;-33.29249999;-70.73427;195;195
LAMPA_COLEGIO WESTON ACADEMY;-33.32978689;-70.76225039;113;113
LAMPA_ESC PART. SIGLO XXI DE LAMPA;-33.28220086;-70.87251151;80;80
LAMPA_ESC. BAS. PART. JERUSALEN;-33.30479161;-70.85536319;78;78
LAMPA_ESC. BAS. Y ESP. CENTRO INTEGRAL ALTAIR DE BA;-33.23598319;-70.81352708;105;105
LAMPA_ESC. ESPECIAL 1775 SAN ANTONIO II;-33.284187;-70.88761;90;90
LAMPA_ESC.BAS. EMPRENDER LARAPINTA;-33.29550454;-70.87752956;179;179
LAMPA_ESC.ESPECIAL Nº 2279 SAN EXPEDITO DE LAMPA;-33.299477;-70.87470999;60;60
LAMPA_ESCUEL ESPECIAL BAMBÚ;-33.29477;-70.88207;72;72
LAMPA_ESCUELA BAS. AMANKAY DE LAMPA;-33.2385987;-70.80914831;145;145
LAMPA_ESCUELA BAS. INTEGRAL ENLACES DE LAMPA;-33.28182781;-70.87702428;75;75
LAMPA_ESCUELA BASICA CACIQUE COLIN;-33.29814343;-70.79783365;108;108
LAMPA_ESCUELA BASICA COLEGIO SAN JUAN DE LAMPA;-33.294804;-70.88867;168;168
LAMPA_ESCUELA BASICA CRISTIANO JERUSALEN;-33.29136299;-70.88589;76;76
LAMPA_ESCUELA BASICA F - N°372 SANTA SARA;-33.2254176;-70.77227636;48;48
LAMPA_ESCUELA BASICA F-N°371 SANTA ROSA DE LAMPA;-33.26135131;-70.75796278;50;50
LAMPA_ESCUELA BASICA MIRAFLORES DE LAMPA;-33.2770117;-70.87845924;61;61
LAMPA_ESCUELA BASICA N° 2468, RONALDO MUÑOZ GIBBS;-33.27697139;-70.88730439;56;56
LAMPA_ESCUELA BASICA N° 2469 COLEGIO NEHUEN;-33.29314;-70.88567999;36;36
LAMPA_ESCUELA BASICA Nº 2286 LAMPA;-33.27713855;-70.88572184;57;57
LAMPA_ESCUELA BASICA PARTICULAR PAICAVI DE LAMPA;-33.28710515;-70.87739587;58;58
LAMPA_ESCUELA BASICA PROFESOR OMAR ARANDA ARAYA;-33.26409364;-70.88231539;20;20
LAMPA_ESCUELA BASICA SAN SEBASTIAN DE BATUCO;-33.22571237;-70.8101331;78;78
LAMPA_ESCUELA DE LENGUAJE N°2399 GRANDES SUEÑOS;-33.29209;-70.87263;120;120
LAMPA_ESCUELA DE PARVULOS N°2467 LARAPINTA EL SOL;-33.29679999;-70.86985;63;63
LAMPA_ESCUELA ESP. PART. ACONCAGUA DE BATUCO;-33.23767;-70.807434;146;146
LAMPA_ESCUELA ESPECIAL 2438 `PEQUEÑOS GENIOS DE VALLE GRANDE`;-33.32533;-70.748346;79;79
LAMPA_ESCUELA ESPECIAL DE LENGUAJE LIHUEN;-70.766833;-33.33322;54;54
LAMPA_ESCUELA ESPECIAL DE LENGUAJE LOS CHAVITOS;-33.23749;-70.80696;119;119
LAMPA_ESCUELA ESPECIAL DE LENGUAJE PUCALEN;-33.23613199;-70.808134;113;113
LAMPA_ESCUELA ESPECIAL KITARI;-33.29719;-70.87255999;89;89
LAMPA_ESCUELA ESPECIAL MI MUNDO EN PALABRAS;-33.286003;-70.88498;150;150
LAMPA_ESCUELA ESPECIAL N° 2458 KIMUNTUWE;-33.32874;-70.74764;59;59
LAMPA_ESCUELA ESPECIAL N° 2462 SAN ANDRES DE BATUCO;-33.22981999;-70.80412;80;80
LAMPA_ESCUELA ESPECIAL N°1832 EXPLORADORES DE BATUCO;-33.23291799;-70.80998;93;93
LAMPA_ESCUELA ESPECIAL PARAISO;-33.28922699;-70.87761;115;115
LAMPA_ESCUELA ESPECIAL SAGRADA FAMILIA;-33.285908;-70.87282999;150;150
LAMPA_ESCUELA ESPECIAL SEMILLITAS DEL VALLE;-33.322542;-70.750848;86;86
LAMPA_ESCUELA MANUEL SEGOVIA MONTENEGRO;-33.28608011;-70.87351205;80;80
LAMPA_ESCUELA PART. MASTER SCHOOL DE LAMPA;-33.23564788;-70.81049831;35;35
LAMPA_ESCUELA PART. SAN JOSE DE LAMPA;-33.28825837;-70.87086537;166;166
LAMPA_ESCUELA POLONIA GUTIERREZ C.;-33.28070559;-70.88011593;55;55
LAMPA_ESCUELA REPUBLICA DE POLONIA;-33.23969409;-70.81209358;50;50
LAMPA_ESCUELA SAN PEDRO VALLE GRANDE;-33.32204578;-70.74706347;110;110
LAMPA_ESCUELA SANTA BARBARA;-33.24309135;-70.82385077;33;33
LAMPA_IRENE MORALES;-33.285502;-70.873705;169;169
LAMPA_KIM AYELEN;-33.28150657;-70.88960167;83;83
LAMPA_LARAPINTA;-33.27717573;-70.82754061;100;100
LAMPA_LICEO POLIVALENTE SAINT ANDREWS;-33.24623934;-70.77617399;58;58
LAMPA_MI PEQUEÑO LUCERO;-33.28129614;-70.86763179;46;46
LAMPA_MIS PRIMEROS PASITOS;-33.24046901;-70.81663454;82;82
LAMPA_NIDO DE ANGELITO;-33.28805;-70.865854;20;20
LAMPA_NORMA GONZÁLEZ GUERRA;-33.30157752;-70.85862428;46;46
LAMPA_NUESTRO FUTURO;-33.244681;-70.821492;52;52
LAMPA_RICARDO LEVI;-33.23151964;-70.80326434;120;120
LAMPA_RUNA KAY;-33.229403;-70.808014;69;69
LAMPA_S.C. EL PELLÖN;-33.291372;-70.879764;24;24
LAMPA_SALA CUNA HUELEMU;-33.229765;-70.81281;51;51
LAMPA_SAN VICENTE DE PAUL;-33.2934;-70.888389;100;100
LAMPA_SOLCITO;-33.29731612;-70.87754139;99;99
LAMPA_TIRAMISÉ;-33.280268;-70.88612;67;67
LAMPA_TRENCITO DE ALEGRIA;-33.28337218;-70.75831111;35;35
LAS CONDES_CARMELITA CARVAJAL;-33.415563;-70.534397;50;50
LAS CONDES_COLEGIO ALCAZAR DE LAS CONDES;-33.406228;-70.58062;129;129
LAS CONDES_COLEGIO ALEMAN DE SANTIAGO;-33.398006;-70.56838999;409;409
LAS CONDES_COLEGIO ANDINO ANTILLANCA;-33.425582;-70.57013;31;31
LAS CONDES_COLEGIO ARABE;-33.400787;-70.56663;111;111
LAS CONDES_COLEGIO BRITISH HIGH;-33.38921;-70.53135;62;62
LAS CONDES_COLEGIO CIUDADELA MONTESSORI DE LAS CONDES;-33.41328;-70.55953;9;9
LAS CONDES_COLEGIO COMPANIA DE MARIA APOQUINDO;-33.409827;-70.56657;161;161
LAS CONDES_COLEGIO COYANCURA;-33.429065;-70.58669;42;42
LAS CONDES_COLEGIO CUMBRES;-33.396026;-70.50479;323;323
LAS CONDES_COLEGIO DEL SAGRADO CORAZON DE APOQUINDO;-33.410136;-70.54980999;201;201
LAS CONDES_COLEGIO DEL VERBO DIVINO;-33.420121;-70.58665;251;251
LAS CONDES_COLEGIO INSTITUCION TERESIANA;-33.424185;-70.55494;220;220
LAS CONDES_COLEGIO INTERNACIONAL SEK CHILE;-33.403032;-70.56446;295;295
LAS CONDES_COLEGIO JOHN ANDREWS ADVENTIST ACADEMY;-33.41051817;-70.57281574;41;41
LAS CONDES_COLEGIO LA GIROUETTE;-33.420519;-70.56871;95;95
LAS CONDES_COLEGIO LA VIRGEN DE POMPEYA;-33.40571652;-70.54043627;148;148
LAS CONDES_COLEGIO LEONARDO DA VINCI DE LAS CONDES;-33.40009209;-70.56431651;62;62
LAS CONDES_COLEGIO NTRA. SRA. DEL ROSARIO LAS CONDES;-33.40571306;-70.56107434;137;137
LAS CONDES_COLEGIO NUESTRA SENORA DEL LORETO;-33.379285;-70.5085;34;34
LAS CONDES_COLEGIO PADRE HURTADO Y JUANITA DE LOS ANDES;-33.413596;-70.51215999;225;225
LAS CONDES_COLEGIO PEDRO DE VALDIVIA LAS CONDES;-33.370461;-70.5082;141;141
LAS CONDES_COLEGIO REDLAND SCHOOL;-33.401653;-70.52072;115;115
LAS CONDES_COLEGIO SAINT ANDREW;-33.388888;-70.54024;34;34
LAS CONDES_COLEGIO SAN FRANCISCO DE ASIS;-33.391903;-70.5098;147;147
LAS CONDES_COLEGIO SAN FRANCISCO DEL ALBA;-33.40386597;-70.53654012;138;138
LAS CONDES_COLEGIO SAN FRANCISCO TECNICO PROFESIONAL;-33.41545;-70.53521;109;109
LAS CONDES_COLEGIO SAN JORGE DE LAS CONDES;-33.41157772;-70.55218472;26;26
LAS CONDES_COLEGIO SAN JUAN EVANGELISTA;-33.414955;-70.56326;140;140
LAS CONDES_COLEGIO SAN MIGUEL ARCANGEL DE LAS CONDES;-33.388741;-70.53288999;118;118
LAS CONDES_COLEGIO SCUOLA ITALIANA VITTORIO MONTIGLIO;-33.39681499;-70.50497;214;214
LAS CONDES_COLEGIO THE SOUTHERN CROSS SCHOOL;-33.370342;-70.50530999;98;98
LAS CONDES_COLEGIO VILLA MARIA ACADEMY;-33.420596;-70.58922;241;241
LAS CONDES_COLEGIO WENLOCK SCHOOL;-33.41128899;-70.52213999;157;157
LAS CONDES_EL ALBA;-33.405561;-70.539345;54;54
LAS CONDES_EL SAUCE;-33.415383;-70.535204;63;63
LAS CONDES_ESCUELA BASICA N° 2150, COLEGIO MOUNIER;-33.41371388;-70.57476481;5;5
LAS CONDES_ESCUELA ESP. PART. HORIZONTE MANQUEHUE;-33.42235999;-70.56368;47;47
LAS CONDES_ESCUELA ESPECIAL BAULIRURIRU;-33.411216;-70.541358;57;57
LAS CONDES_ESCUELA ESPECIAL NIDO DE PALABRAS;-33.422444;-70.531722;47;47
LAS CONDES_ESCUELA ESPECIAL NUEVA CORDILLERA N_ 1762;-33.397545;-70.55978;63;63
LAS CONDES_INSTITUTO PRESIDENTE ERRAZURIZ;-33.41938174;-70.5888458;67;67
LAS CONDES_LEONOR SOLAR;-33.423943;-70.549483;114;114
LAS CONDES_LICEO ALEXANDER FLEMING DE LAS CONDES;-33.42563894;-70.55495696;103;103
LAS CONDES_LICEO BICENTENARIO SANTA MARIA DE LAS CONDES;-33.42566016;-70.5316773;119;119
LAS CONDES_LICEO BICENTENARIO SIMON BOLIVAR;-33.42619601;-70.55425887;177;177
LAS CONDES_LICEO JUAN PABLO II DE LAS CONDES;-33.42060123;-70.53628614;113;113
LAS CONDES_LICEO RAFAEL SOTOMAYOR;-33.39516306;-70.55416897;104;104
LAS CONDES_PEHUENCHE;-33.41414217;-70.53819816;40;40
LAS CONDES_SAN FRANCISCO DE ASÖS;-33.425699;-70.541007;148;148
LAS CONDES_TERESITA DE JESÉS;-33.426573;-70.548981;113;113
LO BARNECHEA_COLEGIO BERTAIT COLLEGE;-33.36661699;-70.51716;1;1
LO BARNECHEA_COLEGIO BETTERLAND SCHOOL;-33.36419678;-70.49712536;103;103
LO BARNECHEA_COLEGIO BICENTENARIO SAN ESTEBAN MARTIR;-33.3611543;-70.50548959;136;136
LO BARNECHEA_COLEGIO CRAIGHOUSE;-33.35390799;-70.52275;224;224
LO BARNECHEA_COLEGIO EVEREST;-33.334301;-70.55418;226;226
LO BARNECHEA_COLEGIO LINCOLN INTERNATIONAL ACADEMY;-33.370274;-70.51083;85;85
LO BARNECHEA_COLEGIO LO BARNECHEA BICENTENARIO;-33.3642831;-70.4990235;69;69
LO BARNECHEA_COLEGIO LOS ALERCES;-33.364072;-70.51881;116;116
LO BARNECHEA_COLEGIO MAIMONIDES SCHOOL;-33.36208599;-70.48499;41;41
LO BARNECHEA_COLEGIO PARROQUIAL SANTA ROSA DE LO BARNECHEA;-33.36166739;-70.5043675;109;109
LO BARNECHEA_COLEGIO POLIVALENTE SAN RAFAEL;-33.35082404;-70.50700886;119;119
LO BARNECHEA_COLEGIO SANTIAGO COLLEGE;-33.33954399;-70.544503;312;312
LO BARNECHEA_COLEGIO TABOR Y NAZARETH;-33.324935;-70.54152999;245;245
LO BARNECHEA_COLEGIO THE MAYFLOWER SCHOOL;-33.346077;-70.50415;224;224
LO BARNECHEA_COLEGIO THE NEWLAND SCHOOL;-33.359838;-70.53316;93;93
LO BARNECHEA_COLEGIO THE SOUTHLAND;-33.364781;-70.49593;30;30
LO BARNECHEA_EL NIDO;-33.357061;-70.504492;279;279
LO BARNECHEA_ESC. ESP. SAN ANDRES DE LO BARNECHEA;-33.361164;-70.50469;36;36
LO BARNECHEA_ESCUELA DE FARELLONES;-33.36686026;-70.49618092;13;13
LO BARNECHEA_ESCUELA DE PAVULOS N°2471 ESCUELA PRE ESCOLAR CANTAGALLO;-33.36672999;-70.50989;545;545
LO BARNECHEA_ESCUELA ESPECIAL SANTA BLANCA;-33.358459;-70.506493;41;41
LO BARNECHEA_ESCUELA PARTICULAR N_ 1796 NUEVO HORIZONTE;-33.36246;-70.50870999;42;42
LO BARNECHEA_FARALEUFU;-33.36505344;-70.49793415;104;104
LO BARNECHEA_INSTITUTO HEBREO DR CHAIM WEIZMANN-ORT;-33.369797;-70.50739;234;234
LO BARNECHEA_LOS MANZANOS;-33.355797;-70.502169;46;46
LO BARNECHEA_PIRE MAPU MEU;-33.36240068;-70.51087209;114;114
LO BARNECHEA_SANTA ROSA DE LO BARNECHEA;-33.356309;-70.504308;158;158
LO ESPEJO_ALEN CALETA SUR;-33.50631405;-70.69446662;69;69
LO ESPEJO_CARDENAL CARO;-33.517075;-70.698103;27;27
LO ESPEJO_CAREN;-33.51752;-70.67894005;50;50
LO ESPEJO_COLEGIO CORAZONES DE JESUS;-33.511845;-70.67478;35;35
LO ESPEJO_COLEGIO HERNAN OLGUIN;-33.52187518;-70.69702942;92;92
LO ESPEJO_COLEGIO LO ESPEJO;-33.51875351;-70.70075043;31;31
LO ESPEJO_COLEGIO PARTICULAR KENNEDY;-33.53383924;-70.69819592;55;55
LO ESPEJO_COLEGIO POLIV. SAINT TRINITY COLLEGE;-33.52988953;-70.69000169;59;59
LO ESPEJO_COLEGIO SAN LUCAS DE LO ESPEJO;-33.52518083;-70.70263032;142;142
LO ESPEJO_COLEGIO SOL DE CHILE;-33.52923641;-70.69734098;90;90
LO ESPEJO_DAI ANTÚ;-33.52077242;-70.69854838;136;136
LO ESPEJO_EL ARCA DE LOS NIÑOS LO ESPEJO;-33.531677;-70.69478599;158;158
LO ESPEJO_ESC. PART.ADVENTISTA BUENAVENTURA;-33.50569594;-70.69472345;139;139
LO ESPEJO_ESC. PART.BASICA SAINT PHILLIP OF NERY 2;-33.53281649;-70.69372619;20;20
LO ESPEJO_ESCUELA BAS. ROSA ELVIRA MATTE DE PRIETO;-33.50679897;-70.6926526;160;160
LO ESPEJO_ESCUELA BASICA;-33.51978828;-70.68376696;47;47
LO ESPEJO_ESCUELA BASICA ACAPULCO;-33.52006562;-70.6795458;32;32
LO ESPEJO_ESCUELA BASICA BERNARDO O´HIGGINS;-33.50994356;-70.69565763;40;40
LO ESPEJO_ESCUELA BASICA CLARA ESTRELLA;-33.51579204;-70.6777272;42;42
LO ESPEJO_ESCUELA BASICA COEDUCACIONAL;-33.53110869;-70.70164222;45;45
LO ESPEJO_ESCUELA BASICA LAS ESPIGAS N° 2404;-33.514923;-70.69573;25;25
LO ESPEJO_ESCUELA BASICA REPUBLICA DE LAS FILIPINAS;-33.52309927;-70.68917334;46;46
LO ESPEJO_ESCUELA BASICA SALOMON SACK;-33.52018768;-70.68889316;31;31
LO ESPEJO_ESCUELA BASICA SANTA ADRIANA;-33.50910799;-70.678897;24;24
LO ESPEJO_ESCUELA BLUE STAR COLLEGE;-33.5176168;-70.69075305;42;42
LO ESPEJO_ESCUELA DE PARV. HEIDI DE LO ESPEJO;-33.505096;-70.69038399;47;47
LO ESPEJO_ESCUELA DE PARVULOS BURBUJITAS;-33.515912;-70.681135;48;48
LO ESPEJO_ESCUELA ESP. EL RIEL;-33.50462;-70.690445;61;61
LO ESPEJO_ESCUELA ESPECIAL ADENNUN N_ 2;-33.534393;-70.691826;97;97
LO ESPEJO_ESCUELA ESPECIAL DE EDUCACION;-33.51817299;-70.697411;13;13
LO ESPEJO_ESCUELA ESPECIAL DESPERTAR DE LO ESPEJO;-33.51842516;-70.68308596;36;36
LO ESPEJO_ESCUELA ESPECIAL LUIS SEMBRADOR;-33.514545;-70.69708;132;132
LO ESPEJO_ESCUELA ESPECIAL MADRE TERESA DE CALCUTA;-33.531044;-70.69807;16;16
LO ESPEJO_ESCUELA PARTICULAR NUESTRA INFANCIA;-33.516804;-70.68309;10;10
LO ESPEJO_ESCUELA RAUL SAEZ SAEZ;-33.51240751;-70.68955443;41;41
LO ESPEJO_ESTRELLITAS DE LA MAÑANA;-33.513366;-70.682214;75;75
LO ESPEJO_HUELEMU;-33.51292539;-70.68963841;66;66
LO ESPEJO_JESÉS PESCADOR;-33.521534;-70.688597;52;52
LO ESPEJO_LA SONRISA;-33.512125;-70.689436;69;69
LO ESPEJO_LICEO POLITECNICO PART.SAGRADO CORAZON;-33.51482345;-70.68008078;100;100
LO ESPEJO_LICEO POLIVALENTE;-33.51331038;-70.68295849;25;25
LO ESPEJO_LICEO TENIENTE FRANCISCO MERY AGUIRRE;-33.53357755;-70.69548281;41;41
LO ESPEJO_LOS CARIÑOSITOS;-33.52553025;-70.69131008;24;24
LO ESPEJO_MANITOS DE COLORES;-33.523165;-70.689263;50;50
LO ESPEJO_MARCELA PAZ;-33.519754;-70.691426;36;36
LO ESPEJO_MI MUNDO EN MINIATURAS;-33.51979002;-70.68376999;96;96
LO ESPEJO_MIS PRIMEROS PASOS;-33.530863;-70.700726;89;89
LO ESPEJO_MUNAY;-33.520899;-70.68489;41;41
LO ESPEJO_NUEVA ESPERANZA;-33.527799;-70.699335;20;20
LO ESPEJO_PEDRO MERINO;-33.516033;-70.697493;129;129
